/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
Debug: Dataset computers train_idx: 2007, val_idx: 669, test_idx: 10705
Debug: Dataset computers train_idx: 10, val_idx: 10, test_idx: 10
Dataset: computers | #Nodes: 13381 | #Edges: 491556 | #Classes: 10 |#Features: 767
Epoch 00069 | Loss(train) 1.1929 | Acc(train) 0.5929 | Acc(val) 0.6726 |
Epoch 00070 | Loss(train) 1.1679 | Acc(train) 0.5939 | Acc(val) 0.6891 |
Epoch 00071 | Loss(train) 1.1605 | Acc(train) 0.6039 | Acc(val) 0.7100 |*
Epoch 00072 | Loss(train) 1.1502 | Acc(train) 0.6143 | Acc(val) 0.7115 |*
Epoch 00073 | Loss(train) 1.1490 | Acc(train) 0.6109 | Acc(val) 0.6801 |
Epoch 00074 | Loss(train) 1.1321 | Acc(train) 0.6139 | Acc(val) 0.7040 |
Epoch 00075 | Loss(train) 1.1464 | Acc(train) 0.6069 | Acc(val) 0.6996 |
Epoch 00076 | Loss(train) 1.1332 | Acc(train) 0.6089 | Acc(val) 0.7040 |
Epoch 00077 | Loss(train) 1.0998 | Acc(train) 0.6168 | Acc(val) 0.6921 |
Epoch 00078 | Loss(train) 1.1242 | Acc(train) 0.6124 | Acc(val) 0.6831 |
Epoch 00079 | Loss(train) 1.1194 | Acc(train) 0.6074 | Acc(val) 0.6996 |
Epoch 00080 | Loss(train) 1.1112 | Acc(train) 0.6228 | Acc(val) 0.7190 |*
Epoch 00081 | Loss(train) 1.0814 | Acc(train) 0.6373 | Acc(val) 0.7220 |*
Epoch 00082 | Loss(train) 1.1071 | Acc(train) 0.6263 | Acc(val) 0.7265 |*
Epoch 00083 | Loss(train) 1.1256 | Acc(train) 0.6198 | Acc(val) 0.6846 |
Epoch 00084 | Loss(train) 1.1048 | Acc(train) 0.6218 | Acc(val) 0.7175 |
Epoch 00085 | Loss(train) 1.1020 | Acc(train) 0.6293 | Acc(val) 0.7205 |
Epoch 00086 | Loss(train) 1.0886 | Acc(train) 0.6173 | Acc(val) 0.7205 |
Epoch 00087 | Loss(train) 1.1051 | Acc(train) 0.6298 | Acc(val) 0.7205 |
Epoch 00088 | Loss(train) 1.1057 | Acc(train) 0.6213 | Acc(val) 0.7235 |
Epoch 00089 | Loss(train) 1.0595 | Acc(train) 0.6472 | Acc(val) 0.7160 |
Epoch 00090 | Loss(train) 1.1365 | Acc(train) 0.6198 | Acc(val) 0.7250 |
Epoch 00091 | Loss(train) 1.1232 | Acc(train) 0.6044 | Acc(val) 0.7175 |
Epoch 00092 | Loss(train) 1.0715 | Acc(train) 0.6318 | Acc(val) 0.7235 |
Epoch 00093 | Loss(train) 1.0809 | Acc(train) 0.6348 | Acc(val) 0.7250 |
Epoch 00094 | Loss(train) 1.0867 | Acc(train) 0.6313 | Acc(val) 0.7220 |
Epoch 00095 | Loss(train) 1.0627 | Acc(train) 0.6388 | Acc(val) 0.7324 |*
Epoch 00096 | Loss(train) 1.0834 | Acc(train) 0.6243 | Acc(val) 0.7309 |
Epoch 00097 | Loss(train) 1.0679 | Acc(train) 0.6333 | Acc(val) 0.7250 |
Epoch 00098 | Loss(train) 1.0873 | Acc(train) 0.6263 | Acc(val) 0.7220 |
Epoch 00099 | Loss(train) 1.0497 | Acc(train) 0.6477 | Acc(val) 0.7235 |
Epoch 00100 | Loss(train) 1.0618 | Acc(train) 0.6477 | Acc(val) 0.7309 |
Epoch 00101 | Loss(train) 1.0309 | Acc(train) 0.6388 | Acc(val) 0.7369 |*
Epoch 00102 | Loss(train) 1.0425 | Acc(train) 0.6398 | Acc(val) 0.7369 |
Epoch 00103 | Loss(train) 1.0501 | Acc(train) 0.6338 | Acc(val) 0.7220 |
Epoch 00104 | Loss(train) 1.0558 | Acc(train) 0.6452 | Acc(val) 0.7309 |
Epoch 00105 | Loss(train) 1.0332 | Acc(train) 0.6497 | Acc(val) 0.7339 |
Epoch 00106 | Loss(train) 1.0437 | Acc(train) 0.6288 | Acc(val) 0.7309 |
Epoch 00107 | Loss(train) 1.0133 | Acc(train) 0.6512 | Acc(val) 0.7294 |
Epoch 00108 | Loss(train) 1.1050 | Acc(train) 0.6303 | Acc(val) 0.7280 |
Epoch 00109 | Loss(train) 1.0157 | Acc(train) 0.6602 | Acc(val) 0.7280 |
Epoch 00110 | Loss(train) 1.0583 | Acc(train) 0.6472 | Acc(val) 0.7339 |
Epoch 00111 | Loss(train) 1.0335 | Acc(train) 0.6462 | Acc(val) 0.7265 |
Epoch 00112 | Loss(train) 1.0435 | Acc(train) 0.6542 | Acc(val) 0.7265 |
Epoch 00113 | Loss(train) 1.0490 | Acc(train) 0.6442 | Acc(val) 0.7339 |
Epoch 00114 | Loss(train) 1.0403 | Acc(train) 0.6522 | Acc(val) 0.7294 |
Epoch 00115 | Loss(train) 1.0542 | Acc(train) 0.6502 | Acc(val) 0.7459 |*
Epoch 00116 | Loss(train) 1.0431 | Acc(train) 0.6452 | Acc(val) 0.7414 |
Epoch 00117 | Loss(train) 1.0344 | Acc(train) 0.6572 | Acc(val) 0.7384 |
Epoch 00118 | Loss(train) 1.0432 | Acc(train) 0.6592 | Acc(val) 0.7399 |
Epoch 00119 | Loss(train) 1.0268 | Acc(train) 0.6537 | Acc(val) 0.7309 |
Epoch 00120 | Loss(train) 0.9987 | Acc(train) 0.6592 | Acc(val) 0.7235 |
Epoch 00121 | Loss(train) 1.0210 | Acc(train) 0.6677 | Acc(val) 0.7294 |
Epoch 00122 | Loss(train) 1.0230 | Acc(train) 0.6592 | Acc(val) 0.7294 |
Epoch 00123 | Loss(train) 1.0150 | Acc(train) 0.6582 | Acc(val) 0.7399 |
Epoch 00124 | Loss(train) 1.0176 | Acc(train) 0.6602 | Acc(val) 0.7399 |
Epoch 00125 | Loss(train) 0.9995 | Acc(train) 0.6552 | Acc(val) 0.7384 |
Epoch 00126 | Loss(train) 0.9930 | Acc(train) 0.6577 | Acc(val) 0.7235 |
Epoch 00127 | Loss(train) 1.0025 | Acc(train) 0.6552 | Acc(val) 0.7369 |
Epoch 00128 | Loss(train) 1.0049 | Acc(train) 0.6592 | Acc(val) 0.7384 |
Epoch 00129 | Loss(train) 0.9822 | Acc(train) 0.6677 | Acc(val) 0.7444 |
Epoch 00130 | Loss(train) 1.0471 | Acc(train) 0.6572 | Acc(val) 0.7384 |
Epoch 00131 | Loss(train) 0.9916 | Acc(train) 0.6692 | Acc(val) 0.7399 |
Epoch 00132 | Loss(train) 0.9741 | Acc(train) 0.6682 | Acc(val) 0.7414 |
Epoch 00133 | Loss(train) 0.9905 | Acc(train) 0.6697 | Acc(val) 0.7354 |
Epoch 00134 | Loss(train) 0.9878 | Acc(train) 0.6602 | Acc(val) 0.7339 |
Epoch 00135 | Loss(train) 1.0060 | Acc(train) 0.6702 | Acc(val) 0.7384 |
Epoch 00136 | Loss(train) 1.0154 | Acc(train) 0.6562 | Acc(val) 0.7429 |
Epoch 00137 | Loss(train) 0.9942 | Acc(train) 0.6707 | Acc(val) 0.7414 |
Epoch 00138 | Loss(train) 0.9978 | Acc(train) 0.6627 | Acc(val) 0.7474 |*
Epoch 00139 | Loss(train) 0.9816 | Acc(train) 0.6716 | Acc(val) 0.7414 |
Epoch 00140 | Loss(train) 0.9864 | Acc(train) 0.6707 | Acc(val) 0.7459 |
Epoch 00141 | Loss(train) 0.9792 | Acc(train) 0.6712 | Acc(val) 0.7414 |
Epoch 00142 | Loss(train) 0.9834 | Acc(train) 0.6761 | Acc(val) 0.7429 |
Epoch 00143 | Loss(train) 0.9874 | Acc(train) 0.6622 | Acc(val) 0.7459 |
Epoch 00144 | Loss(train) 0.9778 | Acc(train) 0.6716 | Acc(val) 0.7474 |
Epoch 00145 | Loss(train) 0.9672 | Acc(train) 0.6791 | Acc(val) 0.7414 |
Epoch 00146 | Loss(train) 0.9906 | Acc(train) 0.6662 | Acc(val) 0.7369 |
Epoch 00147 | Loss(train) 0.9669 | Acc(train) 0.6761 | Acc(val) 0.7399 |
Epoch 00148 | Loss(train) 0.9716 | Acc(train) 0.6776 | Acc(val) 0.7504 |*
Epoch 00149 | Loss(train) 0.9883 | Acc(train) 0.6677 | Acc(val) 0.7429 |
Epoch 00150 | Loss(train) 0.9728 | Acc(train) 0.6761 | Acc(val) 0.7474 |
Epoch 00151 | Loss(train) 0.9529 | Acc(train) 0.6712 | Acc(val) 0.7429 |
Epoch 00152 | Loss(train) 0.9556 | Acc(train) 0.6916 | Acc(val) 0.7444 |
Epoch 00153 | Loss(train) 0.9823 | Acc(train) 0.6617 | Acc(val) 0.7369 |
Epoch 00154 | Loss(train) 0.9999 | Acc(train) 0.6622 | Acc(val) 0.7399 |
Epoch 00155 | Loss(train) 0.9618 | Acc(train) 0.6731 | Acc(val) 0.7504 |
Epoch 00156 | Loss(train) 0.9755 | Acc(train) 0.6707 | Acc(val) 0.7504 |
Epoch 00157 | Loss(train) 0.9548 | Acc(train) 0.6861 | Acc(val) 0.7444 |
Epoch 00158 | Loss(train) 0.9584 | Acc(train) 0.6791 | Acc(val) 0.7474 |
Epoch 00159 | Loss(train) 0.9419 | Acc(train) 0.6756 | Acc(val) 0.7534 |*
Epoch 00160 | Loss(train) 0.9579 | Acc(train) 0.6796 | Acc(val) 0.7504 |
Epoch 00161 | Loss(train) 0.9594 | Acc(train) 0.6687 | Acc(val) 0.7489 |
Epoch 00162 | Loss(train) 0.9515 | Acc(train) 0.6851 | Acc(val) 0.7414 |
Epoch 00163 | Loss(train) 0.9510 | Acc(train) 0.6736 | Acc(val) 0.7369 |
Epoch 00164 | Loss(train) 0.9895 | Acc(train) 0.6716 | Acc(val) 0.7444 |
Epoch 00165 | Loss(train) 0.9572 | Acc(train) 0.6736 | Acc(val) 0.7414 |
Epoch 00166 | Loss(train) 0.9786 | Acc(train) 0.6741 | Acc(val) 0.7444 |
Epoch 00167 | Loss(train) 0.9723 | Acc(train) 0.6687 | Acc(val) 0.7399 |
Epoch 00168 | Loss(train) 0.9541 | Acc(train) 0.6856 | Acc(val) 0.7504 |
Epoch 00169 | Loss(train) 0.9516 | Acc(train) 0.6891 | Acc(val) 0.7549 |*
Epoch 00170 | Loss(train) 0.9312 | Acc(train) 0.6796 | Acc(val) 0.7504 |
Epoch 00171 | Loss(train) 0.9370 | Acc(train) 0.6851 | Acc(val) 0.7534 |
Epoch 00172 | Loss(train) 0.9872 | Acc(train) 0.6741 | Acc(val) 0.7534 |
Epoch 00173 | Loss(train) 0.9575 | Acc(train) 0.6876 | Acc(val) 0.7549 |
Epoch 00174 | Loss(train) 0.9809 | Acc(train) 0.6682 | Acc(val) 0.7474 |
Epoch 00175 | Loss(train) 0.9754 | Acc(train) 0.6716 | Acc(val) 0.7489 |
Epoch 00176 | Loss(train) 0.9767 | Acc(train) 0.6861 | Acc(val) 0.7489 |
Epoch 00177 | Loss(train) 0.9380 | Acc(train) 0.6866 | Acc(val) 0.7534 |
Epoch 00178 | Loss(train) 0.9477 | Acc(train) 0.6781 | Acc(val) 0.7444 |
Epoch 00179 | Loss(train) 0.9381 | Acc(train) 0.6861 | Acc(val) 0.7399 |
Epoch 00180 | Loss(train) 0.9613 | Acc(train) 0.6771 | Acc(val) 0.7489 |
Epoch 00181 | Loss(train) 0.9888 | Acc(train) 0.6687 | Acc(val) 0.7504 |
Epoch 00182 | Loss(train) 0.9366 | Acc(train) 0.6806 | Acc(val) 0.7504 |
Epoch 00183 | Loss(train) 0.9747 | Acc(train) 0.6682 | Acc(val) 0.7399 |
Epoch 00184 | Loss(train) 0.9941 | Acc(train) 0.6602 | Acc(val) 0.7489 |
Epoch 00185 | Loss(train) 0.9461 | Acc(train) 0.6776 | Acc(val) 0.7564 |*
Epoch 00186 | Loss(train) 0.9938 | Acc(train) 0.6896 | Acc(val) 0.7608 |*
Epoch 00187 | Loss(train) 0.9590 | Acc(train) 0.6821 | Acc(val) 0.7593 |
Epoch 00188 | Loss(train) 0.9976 | Acc(train) 0.6751 | Acc(val) 0.7534 |
Epoch 00189 | Loss(train) 0.9314 | Acc(train) 0.6871 | Acc(val) 0.7489 |
Epoch 00190 | Loss(train) 0.9772 | Acc(train) 0.6746 | Acc(val) 0.7519 |
Epoch 00191 | Loss(train) 0.9341 | Acc(train) 0.6926 | Acc(val) 0.7564 |
Epoch 00192 | Loss(train) 0.9521 | Acc(train) 0.6871 | Acc(val) 0.7608 |
Epoch 00193 | Loss(train) 0.9570 | Acc(train) 0.6861 | Acc(val) 0.7504 |
Epoch 00194 | Loss(train) 0.9429 | Acc(train) 0.6776 | Acc(val) 0.7459 |
Epoch 00195 | Loss(train) 0.9433 | Acc(train) 0.6712 | Acc(val) 0.7578 |
Epoch 00196 | Loss(train) 0.9254 | Acc(train) 0.6991 | Acc(val) 0.7593 |
Epoch 00197 | Loss(train) 0.9400 | Acc(train) 0.6876 | Acc(val) 0.7683 |*
Epoch 00198 | Loss(train) 1.0255 | Acc(train) 0.7000 | Acc(val) 0.7698 |*
Epoch 00199 | Loss(train) 0.9300 | Acc(train) 0.6876 | Acc(val) 0.7668 |
Epoch 00200 | Loss(train) 0.8907 | Acc(train) 0.7020 | Acc(val) 0.7578 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'VS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 64}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 767, 'out_dim': 10}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 128.61 MB
GPU Memory Reserved: 326.00 MB
Exp 2/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.3203 | Acc(train) 0.1151 | Acc(val) 0.3558 |*
Epoch 00002 | Loss(train) 2.6844 | Acc(train) 0.2765 | Acc(val) 0.3558 |
Epoch 00003 | Loss(train) 2.0816 | Acc(train) 0.3214 | Acc(val) 0.2930 |
Epoch 00004 | Loss(train) 2.1417 | Acc(train) 0.3154 | Acc(val) 0.4439 |*
Epoch 00005 | Loss(train) 2.1346 | Acc(train) 0.2835 | Acc(val) 0.3737 |
Epoch 00006 | Loss(train) 2.0883 | Acc(train) 0.3004 | Acc(val) 0.3782 |
Epoch 00007 | Loss(train) 2.0140 | Acc(train) 0.3274 | Acc(val) 0.3767 |
Epoch 00008 | Loss(train) 1.9993 | Acc(train) 0.3383 | Acc(val) 0.3737 |
Epoch 00009 | Loss(train) 1.9577 | Acc(train) 0.3563 | Acc(val) 0.3587 |
Epoch 00010 | Loss(train) 1.9212 | Acc(train) 0.3682 | Acc(val) 0.3558 |
Epoch 00011 | Loss(train) 1.8894 | Acc(train) 0.3847 | Acc(val) 0.3558 |
Epoch 00012 | Loss(train) 1.8696 | Acc(train) 0.3921 | Acc(val) 0.3558 |
Epoch 00013 | Loss(train) 1.8405 | Acc(train) 0.3966 | Acc(val) 0.3647 |
Epoch 00014 | Loss(train) 1.8216 | Acc(train) 0.3906 | Acc(val) 0.4170 |
Epoch 00015 | Loss(train) 1.7878 | Acc(train) 0.3946 | Acc(val) 0.4200 |
Epoch 00016 | Loss(train) 1.7908 | Acc(train) 0.3976 | Acc(val) 0.4155 |
Epoch 00017 | Loss(train) 1.7631 | Acc(train) 0.4056 | Acc(val) 0.4096 |
Epoch 00018 | Loss(train) 1.7219 | Acc(train) 0.4091 | Acc(val) 0.4230 |
Epoch 00019 | Loss(train) 1.7051 | Acc(train) 0.4061 | Acc(val) 0.4380 |
Epoch 00020 | Loss(train) 1.6819 | Acc(train) 0.4180 | Acc(val) 0.4813 |*
Epoch 00021 | Loss(train) 1.6736 | Acc(train) 0.4290 | Acc(val) 0.4858 |*
Epoch 00022 | Loss(train) 1.6635 | Acc(train) 0.4295 | Acc(val) 0.4768 |
Epoch 00023 | Loss(train) 1.6290 | Acc(train) 0.4380 | Acc(val) 0.4574 |
Epoch 00024 | Loss(train) 1.6152 | Acc(train) 0.4325 | Acc(val) 0.4664 |
Epoch 00025 | Loss(train) 1.5890 | Acc(train) 0.4370 | Acc(val) 0.4918 |*
Epoch 00026 | Loss(train) 1.5867 | Acc(train) 0.4350 | Acc(val) 0.5172 |*
Epoch 00027 | Loss(train) 1.5612 | Acc(train) 0.4400 | Acc(val) 0.5217 |*
Epoch 00028 | Loss(train) 1.5426 | Acc(train) 0.4534 | Acc(val) 0.5232 |*
Epoch 00029 | Loss(train) 1.5358 | Acc(train) 0.4619 | Acc(val) 0.5486 |*
Epoch 00030 | Loss(train) 1.5165 | Acc(train) 0.4664 | Acc(val) 0.5546 |*
Epoch 00031 | Loss(train) 1.5194 | Acc(train) 0.4639 | Acc(val) 0.5874 |*
Epoch 00032 | Loss(train) 1.4839 | Acc(train) 0.4753 | Acc(val) 0.6203 |*
Epoch 00033 | Loss(train) 1.4829 | Acc(train) 0.4903 | Acc(val) 0.6143 |
Epoch 00034 | Loss(train) 1.4672 | Acc(train) 0.4833 | Acc(val) 0.6263 |*
Epoch 00035 | Loss(train) 1.4561 | Acc(train) 0.4923 | Acc(val) 0.6502 |*
Epoch 00036 | Loss(train) 1.4315 | Acc(train) 0.4908 | Acc(val) 0.6726 |*
Epoch 00037 | Loss(train) 1.4343 | Acc(train) 0.5142 | Acc(val) 0.6741 |*
Epoch 00038 | Loss(train) 1.4257 | Acc(train) 0.5067 | Acc(val) 0.6637 |
Epoch 00039 | Loss(train) 1.4221 | Acc(train) 0.5057 | Acc(val) 0.6517 |
Epoch 00040 | Loss(train) 1.3976 | Acc(train) 0.5162 | Acc(val) 0.6547 |
Epoch 00041 | Loss(train) 1.3815 | Acc(train) 0.5272 | Acc(val) 0.6637 |
Epoch 00042 | Loss(train) 1.3723 | Acc(train) 0.5416 | Acc(val) 0.6726 |
Epoch 00043 | Loss(train) 1.3349 | Acc(train) 0.5501 | Acc(val) 0.6741 |
Epoch 00044 | Loss(train) 1.3364 | Acc(train) 0.5511 | Acc(val) 0.6756 |*
Epoch 00045 | Loss(train) 1.3381 | Acc(train) 0.5406 | Acc(val) 0.6697 |
Epoch 00046 | Loss(train) 1.3156 | Acc(train) 0.5615 | Acc(val) 0.6697 |
Epoch 00047 | Loss(train) 1.3170 | Acc(train) 0.5585 | Acc(val) 0.6756 |
Epoch 00048 | Loss(train) 1.3026 | Acc(train) 0.5645 | Acc(val) 0.6801 |*
Epoch 00049 | Loss(train) 1.2914 | Acc(train) 0.5670 | Acc(val) 0.6786 |
Epoch 00050 | Loss(train) 1.2531 | Acc(train) 0.5979 | Acc(val) 0.6786 |
Epoch 00051 | Loss(train) 1.2992 | Acc(train) 0.5869 | Acc(val) 0.6756 |
Epoch 00052 | Loss(train) 1.2545 | Acc(train) 0.5795 | Acc(val) 0.6831 |*
Epoch 00053 | Loss(train) 1.2426 | Acc(train) 0.5934 | Acc(val) 0.6771 |
Epoch 00054 | Loss(train) 1.2643 | Acc(train) 0.5840 | Acc(val) 0.6756 |
Epoch 00055 | Loss(train) 1.2310 | Acc(train) 0.5994 | Acc(val) 0.6861 |*
Epoch 00056 | Loss(train) 1.1954 | Acc(train) 0.6064 | Acc(val) 0.6846 |
Epoch 00057 | Loss(train) 1.2014 | Acc(train) 0.5974 | Acc(val) 0.6771 |
Epoch 00058 | Loss(train) 1.1911 | Acc(train) 0.6129 | Acc(val) 0.6771 |
Epoch 00059 | Loss(train) 1.1820 | Acc(train) 0.6034 | Acc(val) 0.6861 |
Epoch 00060 | Loss(train) 1.1585 | Acc(train) 0.6158 | Acc(val) 0.6921 |*
Epoch 00061 | Loss(train) 1.1826 | Acc(train) 0.6029 | Acc(val) 0.6831 |
Epoch 00062 | Loss(train) 1.1686 | Acc(train) 0.6124 | Acc(val) 0.6771 |
Epoch 00063 | Loss(train) 1.1762 | Acc(train) 0.5979 | Acc(val) 0.6801 |
Epoch 00064 | Loss(train) 1.1630 | Acc(train) 0.6099 | Acc(val) 0.6921 |
Epoch 00065 | Loss(train) 1.1506 | Acc(train) 0.6124 | Acc(val) 0.6951 |*
Epoch 00066 | Loss(train) 1.1403 | Acc(train) 0.6163 | Acc(val) 0.6771 |
Epoch 00067 | Loss(train) 1.1605 | Acc(train) 0.6124 | Acc(val) 0.6682 |
Epoch 00068 | Loss(train) 1.1680 | Acc(train) 0.6069 | Acc(val) 0.6801 |
Epoch 00069 | Loss(train) 1.1194 | Acc(train) 0.6248 | Acc(val) 0.6831 |
Epoch 00070 | Loss(train) 1.1256 | Acc(train) 0.6183 | Acc(val) 0.6846 |
Epoch 00071 | Loss(train) 1.1021 | Acc(train) 0.6253 | Acc(val) 0.6921 |
Epoch 00072 | Loss(train) 1.1366 | Acc(train) 0.6213 | Acc(val) 0.6861 |
Epoch 00073 | Loss(train) 1.1158 | Acc(train) 0.6129 | Acc(val) 0.6816 |
Epoch 00074 | Loss(train) 1.1194 | Acc(train) 0.6223 | Acc(val) 0.6891 |
Epoch 00075 | Loss(train) 1.1024 | Acc(train) 0.6288 | Acc(val) 0.6861 |
Epoch 00076 | Loss(train) 1.0909 | Acc(train) 0.6313 | Acc(val) 0.6906 |
Epoch 00077 | Loss(train) 1.0943 | Acc(train) 0.6258 | Acc(val) 0.6966 |*
Epoch 00078 | Loss(train) 1.0955 | Acc(train) 0.6288 | Acc(val) 0.6831 |
Epoch 00079 | Loss(train) 1.1158 | Acc(train) 0.6308 | Acc(val) 0.6816 |
Epoch 00080 | Loss(train) 1.0588 | Acc(train) 0.6428 | Acc(val) 0.6786 |
Epoch 00081 | Loss(train) 1.0904 | Acc(train) 0.6363 | Acc(val) 0.6816 |
Epoch 00082 | Loss(train) 1.0869 | Acc(train) 0.6353 | Acc(val) 0.6846 |
Epoch 00083 | Loss(train) 1.0831 | Acc(train) 0.6393 | Acc(val) 0.6876 |
Epoch 00084 | Loss(train) 1.0543 | Acc(train) 0.6343 | Acc(val) 0.6861 |
Epoch 00085 | Loss(train) 1.0611 | Acc(train) 0.6452 | Acc(val) 0.6876 |
Epoch 00086 | Loss(train) 1.0352 | Acc(train) 0.6502 | Acc(val) 0.6996 |*
Epoch 00087 | Loss(train) 1.0776 | Acc(train) 0.6298 | Acc(val) 0.6996 |
Epoch 00088 | Loss(train) 1.0496 | Acc(train) 0.6388 | Acc(val) 0.6876 |
Epoch 00089 | Loss(train) 1.0712 | Acc(train) 0.6482 | Acc(val) 0.6816 |
Epoch 00090 | Loss(train) 1.0700 | Acc(train) 0.6472 | Acc(val) 0.6891 |
Epoch 00091 | Loss(train) 1.0483 | Acc(train) 0.6517 | Acc(val) 0.6921 |
Epoch 00092 | Loss(train) 1.0344 | Acc(train) 0.6607 | Acc(val) 0.6951 |
Epoch 00093 | Loss(train) 1.0677 | Acc(train) 0.6358 | Acc(val) 0.6906 |
Epoch 00094 | Loss(train) 1.0188 | Acc(train) 0.6582 | Acc(val) 0.6831 |
Epoch 00095 | Loss(train) 1.0318 | Acc(train) 0.6527 | Acc(val) 0.6981 |
Epoch 00096 | Loss(train) 1.0197 | Acc(train) 0.6442 | Acc(val) 0.7040 |*
Epoch 00097 | Loss(train) 1.0784 | Acc(train) 0.6403 | Acc(val) 0.7130 |*
Epoch 00098 | Loss(train) 1.0057 | Acc(train) 0.6602 | Acc(val) 0.7324 |*
Epoch 00099 | Loss(train) 1.0419 | Acc(train) 0.6497 | Acc(val) 0.7324 |
Epoch 00100 | Loss(train) 1.0285 | Acc(train) 0.6462 | Acc(val) 0.7235 |
Epoch 00101 | Loss(train) 1.0151 | Acc(train) 0.6771 | Acc(val) 0.7115 |
Epoch 00102 | Loss(train) 1.0489 | Acc(train) 0.6557 | Acc(val) 0.7085 |
Epoch 00103 | Loss(train) 0.9991 | Acc(train) 0.6667 | Acc(val) 0.7130 |
Epoch 00104 | Loss(train) 1.0287 | Acc(train) 0.6552 | Acc(val) 0.7100 |
Epoch 00105 | Loss(train) 1.0238 | Acc(train) 0.6597 | Acc(val) 0.7175 |
Epoch 00106 | Loss(train) 0.9859 | Acc(train) 0.6572 | Acc(val) 0.7250 |
Epoch 00107 | Loss(train) 1.0230 | Acc(train) 0.6607 | Acc(val) 0.7205 |
Epoch 00108 | Loss(train) 0.9992 | Acc(train) 0.6532 | Acc(val) 0.7190 |
Epoch 00109 | Loss(train) 1.0387 | Acc(train) 0.6547 | Acc(val) 0.7354 |*
Epoch 00110 | Loss(train) 1.0168 | Acc(train) 0.6532 | Acc(val) 0.7369 |*
Epoch 00111 | Loss(train) 0.9937 | Acc(train) 0.6637 | Acc(val) 0.7444 |*
Epoch 00112 | Loss(train) 1.0185 | Acc(train) 0.6472 | Acc(val) 0.7339 |
Epoch 00113 | Loss(train) 0.9916 | Acc(train) 0.6647 | Acc(val) 0.7265 |
Epoch 00114 | Loss(train) 0.9793 | Acc(train) 0.6702 | Acc(val) 0.7250 |
Epoch 00115 | Loss(train) 1.0028 | Acc(train) 0.6607 | Acc(val) 0.7294 |
Epoch 00116 | Loss(train) 0.9940 | Acc(train) 0.6652 | Acc(val) 0.7369 |
Epoch 00117 | Loss(train) 0.9781 | Acc(train) 0.6667 | Acc(val) 0.7324 |
Epoch 00118 | Loss(train) 1.0614 | Acc(train) 0.6288 | Acc(val) 0.7235 |
Epoch 00119 | Loss(train) 0.9884 | Acc(train) 0.6731 | Acc(val) 0.7175 |
Epoch 00120 | Loss(train) 1.0140 | Acc(train) 0.6697 | Acc(val) 0.7190 |
Epoch 00121 | Loss(train) 1.0105 | Acc(train) 0.6707 | Acc(val) 0.7265 |
Epoch 00122 | Loss(train) 0.9807 | Acc(train) 0.6746 | Acc(val) 0.7280 |
Epoch 00123 | Loss(train) 0.9818 | Acc(train) 0.6716 | Acc(val) 0.7280 |
Epoch 00124 | Loss(train) 0.9799 | Acc(train) 0.6816 | Acc(val) 0.7265 |
Epoch 00125 | Loss(train) 0.9455 | Acc(train) 0.6796 | Acc(val) 0.7294 |
Epoch 00126 | Loss(train) 0.9713 | Acc(train) 0.6657 | Acc(val) 0.7429 |
Epoch 00127 | Loss(train) 0.9677 | Acc(train) 0.6687 | Acc(val) 0.7489 |*
Epoch 00128 | Loss(train) 0.9694 | Acc(train) 0.6726 | Acc(val) 0.7444 |
Epoch 00129 | Loss(train) 0.9738 | Acc(train) 0.6801 | Acc(val) 0.7474 |
Epoch 00130 | Loss(train) 0.9730 | Acc(train) 0.6721 | Acc(val) 0.7489 |
Epoch 00131 | Loss(train) 0.9757 | Acc(train) 0.6816 | Acc(val) 0.7564 |*
Epoch 00132 | Loss(train) 0.9709 | Acc(train) 0.6632 | Acc(val) 0.7593 |*
Epoch 00133 | Loss(train) 0.9623 | Acc(train) 0.6612 | Acc(val) 0.7534 |
Epoch 00134 | Loss(train) 0.9964 | Acc(train) 0.6662 | Acc(val) 0.7623 |*
Epoch 00135 | Loss(train) 0.9686 | Acc(train) 0.6761 | Acc(val) 0.7698 |*
Epoch 00136 | Loss(train) 0.9607 | Acc(train) 0.6746 | Acc(val) 0.7713 |*
Epoch 00137 | Loss(train) 0.9807 | Acc(train) 0.6736 | Acc(val) 0.7623 |
Epoch 00138 | Loss(train) 0.9757 | Acc(train) 0.6702 | Acc(val) 0.7593 |
Epoch 00139 | Loss(train) 0.9680 | Acc(train) 0.6721 | Acc(val) 0.7638 |
Epoch 00140 | Loss(train) 0.9704 | Acc(train) 0.6682 | Acc(val) 0.7788 |*
Epoch 00141 | Loss(train) 0.9850 | Acc(train) 0.6672 | Acc(val) 0.7698 |
