/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
Debug: Dataset computers train_idx: 2007, val_idx: 669, test_idx: 10705
Debug: Dataset computers train_idx: 10, val_idx: 10, test_idx: 10
Dataset: computers | #Nodes: 13381 | #Edges: 491556 | #Classes: 10 |#Features: 767
Epoch 00069 | Loss(train) 1.1931 | Acc(train) 0.5929 | Acc(val) 0.6726 |
Epoch 00070 | Loss(train) 1.1678 | Acc(train) 0.5924 | Acc(val) 0.6891 |
Epoch 00071 | Loss(train) 1.1603 | Acc(train) 0.6029 | Acc(val) 0.7100 |*
Epoch 00072 | Loss(train) 1.1507 | Acc(train) 0.6134 | Acc(val) 0.7100 |
Epoch 00073 | Loss(train) 1.1491 | Acc(train) 0.6109 | Acc(val) 0.6801 |
Epoch 00074 | Loss(train) 1.1319 | Acc(train) 0.6134 | Acc(val) 0.6996 |
Epoch 00075 | Loss(train) 1.1423 | Acc(train) 0.6074 | Acc(val) 0.6921 |
Epoch 00076 | Loss(train) 1.1652 | Acc(train) 0.6014 | Acc(val) 0.6936 |
Epoch 00077 | Loss(train) 1.0998 | Acc(train) 0.6153 | Acc(val) 0.6816 |
Epoch 00078 | Loss(train) 1.1297 | Acc(train) 0.6099 | Acc(val) 0.6846 |
Epoch 00079 | Loss(train) 1.1183 | Acc(train) 0.6094 | Acc(val) 0.6996 |
Epoch 00080 | Loss(train) 1.1165 | Acc(train) 0.6198 | Acc(val) 0.7190 |*
Epoch 00081 | Loss(train) 1.0820 | Acc(train) 0.6373 | Acc(val) 0.7265 |*
Epoch 00082 | Loss(train) 1.1133 | Acc(train) 0.6203 | Acc(val) 0.7235 |
Epoch 00083 | Loss(train) 1.1249 | Acc(train) 0.6163 | Acc(val) 0.7175 |
Epoch 00084 | Loss(train) 1.0900 | Acc(train) 0.6263 | Acc(val) 0.7130 |
Epoch 00085 | Loss(train) 1.1016 | Acc(train) 0.6283 | Acc(val) 0.7160 |
Epoch 00086 | Loss(train) 1.0908 | Acc(train) 0.6183 | Acc(val) 0.7175 |
Epoch 00087 | Loss(train) 1.1047 | Acc(train) 0.6283 | Acc(val) 0.7175 |
Epoch 00088 | Loss(train) 1.1083 | Acc(train) 0.6228 | Acc(val) 0.7235 |
Epoch 00089 | Loss(train) 1.0625 | Acc(train) 0.6482 | Acc(val) 0.7145 |
Epoch 00090 | Loss(train) 1.1350 | Acc(train) 0.6203 | Acc(val) 0.7220 |
Epoch 00091 | Loss(train) 1.1283 | Acc(train) 0.6019 | Acc(val) 0.7205 |
Epoch 00092 | Loss(train) 1.0652 | Acc(train) 0.6318 | Acc(val) 0.7115 |
Epoch 00093 | Loss(train) 1.0891 | Acc(train) 0.6308 | Acc(val) 0.7250 |
Epoch 00094 | Loss(train) 1.1325 | Acc(train) 0.6178 | Acc(val) 0.7280 |*
Epoch 00095 | Loss(train) 1.0762 | Acc(train) 0.6353 | Acc(val) 0.7324 |*
Epoch 00096 | Loss(train) 1.0842 | Acc(train) 0.6283 | Acc(val) 0.7294 |
Epoch 00097 | Loss(train) 1.0816 | Acc(train) 0.6318 | Acc(val) 0.7235 |
Epoch 00098 | Loss(train) 1.0956 | Acc(train) 0.6283 | Acc(val) 0.7205 |
Epoch 00099 | Loss(train) 1.0621 | Acc(train) 0.6457 | Acc(val) 0.7205 |
Epoch 00100 | Loss(train) 1.0595 | Acc(train) 0.6472 | Acc(val) 0.7265 |
Epoch 00101 | Loss(train) 1.0452 | Acc(train) 0.6393 | Acc(val) 0.7354 |*
Epoch 00102 | Loss(train) 1.0369 | Acc(train) 0.6408 | Acc(val) 0.7384 |*
Epoch 00103 | Loss(train) 1.0569 | Acc(train) 0.6348 | Acc(val) 0.7354 |
Epoch 00104 | Loss(train) 1.0352 | Acc(train) 0.6512 | Acc(val) 0.7294 |
Epoch 00105 | Loss(train) 1.0378 | Acc(train) 0.6507 | Acc(val) 0.7265 |
Epoch 00106 | Loss(train) 1.0619 | Acc(train) 0.6323 | Acc(val) 0.7235 |
Epoch 00107 | Loss(train) 1.0291 | Acc(train) 0.6447 | Acc(val) 0.7294 |
Epoch 00108 | Loss(train) 1.0493 | Acc(train) 0.6492 | Acc(val) 0.7324 |
Epoch 00109 | Loss(train) 1.0292 | Acc(train) 0.6542 | Acc(val) 0.7294 |
Epoch 00110 | Loss(train) 1.0492 | Acc(train) 0.6472 | Acc(val) 0.7205 |
Epoch 00111 | Loss(train) 1.0639 | Acc(train) 0.6358 | Acc(val) 0.7265 |
Epoch 00112 | Loss(train) 1.0302 | Acc(train) 0.6557 | Acc(val) 0.7324 |
Epoch 00113 | Loss(train) 1.0561 | Acc(train) 0.6413 | Acc(val) 0.7324 |
Epoch 00114 | Loss(train) 1.0350 | Acc(train) 0.6587 | Acc(val) 0.7280 |
Epoch 00115 | Loss(train) 1.0390 | Acc(train) 0.6507 | Acc(val) 0.7384 |
Epoch 00116 | Loss(train) 1.0438 | Acc(train) 0.6432 | Acc(val) 0.7399 |*
Epoch 00117 | Loss(train) 1.0221 | Acc(train) 0.6567 | Acc(val) 0.7444 |*
Epoch 00118 | Loss(train) 1.0338 | Acc(train) 0.6577 | Acc(val) 0.7444 |
Epoch 00119 | Loss(train) 1.0231 | Acc(train) 0.6522 | Acc(val) 0.7309 |
Epoch 00120 | Loss(train) 0.9939 | Acc(train) 0.6587 | Acc(val) 0.7250 |
Epoch 00121 | Loss(train) 1.0157 | Acc(train) 0.6692 | Acc(val) 0.7309 |
Epoch 00122 | Loss(train) 1.0197 | Acc(train) 0.6597 | Acc(val) 0.7369 |
Epoch 00123 | Loss(train) 1.0161 | Acc(train) 0.6582 | Acc(val) 0.7414 |
Epoch 00124 | Loss(train) 1.0146 | Acc(train) 0.6642 | Acc(val) 0.7384 |
Epoch 00125 | Loss(train) 0.9901 | Acc(train) 0.6592 | Acc(val) 0.7384 |
Epoch 00126 | Loss(train) 0.9942 | Acc(train) 0.6562 | Acc(val) 0.7354 |
Epoch 00127 | Loss(train) 0.9943 | Acc(train) 0.6607 | Acc(val) 0.7354 |
Epoch 00128 | Loss(train) 0.9981 | Acc(train) 0.6537 | Acc(val) 0.7399 |
Epoch 00129 | Loss(train) 0.9758 | Acc(train) 0.6697 | Acc(val) 0.7414 |
Epoch 00130 | Loss(train) 1.0068 | Acc(train) 0.6607 | Acc(val) 0.7414 |
Epoch 00131 | Loss(train) 0.9920 | Acc(train) 0.6677 | Acc(val) 0.7429 |
Epoch 00132 | Loss(train) 0.9750 | Acc(train) 0.6712 | Acc(val) 0.7384 |
Epoch 00133 | Loss(train) 0.9873 | Acc(train) 0.6751 | Acc(val) 0.7369 |
Epoch 00134 | Loss(train) 0.9829 | Acc(train) 0.6602 | Acc(val) 0.7414 |
Epoch 00135 | Loss(train) 1.0042 | Acc(train) 0.6731 | Acc(val) 0.7384 |
Epoch 00136 | Loss(train) 1.0050 | Acc(train) 0.6592 | Acc(val) 0.7534 |*
Epoch 00137 | Loss(train) 0.9951 | Acc(train) 0.6682 | Acc(val) 0.7309 |
Epoch 00138 | Loss(train) 1.1901 | Acc(train) 0.6348 | Acc(val) 0.7474 |
Epoch 00139 | Loss(train) 1.0542 | Acc(train) 0.6577 | Acc(val) 0.7489 |
Epoch 00140 | Loss(train) 1.0104 | Acc(train) 0.6572 | Acc(val) 0.7414 |
Epoch 00141 | Loss(train) 1.0087 | Acc(train) 0.6642 | Acc(val) 0.7324 |
Epoch 00142 | Loss(train) 1.0177 | Acc(train) 0.6677 | Acc(val) 0.7309 |
Epoch 00143 | Loss(train) 1.0261 | Acc(train) 0.6527 | Acc(val) 0.7474 |
Epoch 00144 | Loss(train) 0.9783 | Acc(train) 0.6761 | Acc(val) 0.7489 |
Epoch 00145 | Loss(train) 1.0035 | Acc(train) 0.6702 | Acc(val) 0.7519 |
Epoch 00146 | Loss(train) 1.0031 | Acc(train) 0.6582 | Acc(val) 0.7384 |
Epoch 00147 | Loss(train) 0.9806 | Acc(train) 0.6761 | Acc(val) 0.7399 |
Epoch 00148 | Loss(train) 0.9781 | Acc(train) 0.6791 | Acc(val) 0.7399 |
Epoch 00149 | Loss(train) 0.9990 | Acc(train) 0.6582 | Acc(val) 0.7324 |
Epoch 00150 | Loss(train) 1.0078 | Acc(train) 0.6642 | Acc(val) 0.7444 |
Epoch 00151 | Loss(train) 0.9584 | Acc(train) 0.6662 | Acc(val) 0.7504 |
Epoch 00152 | Loss(train) 0.9706 | Acc(train) 0.6876 | Acc(val) 0.7474 |
Epoch 00153 | Loss(train) 1.0057 | Acc(train) 0.6537 | Acc(val) 0.7399 |
Epoch 00154 | Loss(train) 1.0090 | Acc(train) 0.6622 | Acc(val) 0.7399 |
Epoch 00155 | Loss(train) 0.9680 | Acc(train) 0.6766 | Acc(val) 0.7429 |
Epoch 00156 | Loss(train) 0.9842 | Acc(train) 0.6657 | Acc(val) 0.7519 |
Epoch 00157 | Loss(train) 0.9659 | Acc(train) 0.6761 | Acc(val) 0.7534 |
Epoch 00158 | Loss(train) 0.9616 | Acc(train) 0.6786 | Acc(val) 0.7474 |
Epoch 00159 | Loss(train) 0.9531 | Acc(train) 0.6707 | Acc(val) 0.7504 |
Epoch 00160 | Loss(train) 0.9645 | Acc(train) 0.6836 | Acc(val) 0.7519 |
Epoch 00161 | Loss(train) 0.9632 | Acc(train) 0.6682 | Acc(val) 0.7414 |
Epoch 00162 | Loss(train) 0.9676 | Acc(train) 0.6816 | Acc(val) 0.7384 |
Epoch 00163 | Loss(train) 0.9640 | Acc(train) 0.6712 | Acc(val) 0.7414 |
Epoch 00164 | Loss(train) 1.0020 | Acc(train) 0.6647 | Acc(val) 0.7414 |
Epoch 00165 | Loss(train) 0.9659 | Acc(train) 0.6751 | Acc(val) 0.7429 |
Epoch 00166 | Loss(train) 0.9680 | Acc(train) 0.6771 | Acc(val) 0.7444 |
Epoch 00167 | Loss(train) 0.9797 | Acc(train) 0.6652 | Acc(val) 0.7429 |
Epoch 00168 | Loss(train) 0.9632 | Acc(train) 0.6786 | Acc(val) 0.7459 |
Epoch 00169 | Loss(train) 0.9548 | Acc(train) 0.6866 | Acc(val) 0.7504 |
Epoch 00170 | Loss(train) 0.9316 | Acc(train) 0.6776 | Acc(val) 0.7578 |*
Epoch 00171 | Loss(train) 0.9368 | Acc(train) 0.6856 | Acc(val) 0.7623 |*
Epoch 00172 | Loss(train) 0.9901 | Acc(train) 0.6716 | Acc(val) 0.7578 |
Epoch 00173 | Loss(train) 0.9458 | Acc(train) 0.6871 | Acc(val) 0.7444 |
Epoch 00174 | Loss(train) 0.9818 | Acc(train) 0.6657 | Acc(val) 0.7399 |
Epoch 00175 | Loss(train) 0.9722 | Acc(train) 0.6731 | Acc(val) 0.7549 |
Epoch 00176 | Loss(train) 0.9862 | Acc(train) 0.6751 | Acc(val) 0.7593 |
Epoch 00177 | Loss(train) 0.9423 | Acc(train) 0.6811 | Acc(val) 0.7683 |*
Epoch 00178 | Loss(train) 0.9612 | Acc(train) 0.6736 | Acc(val) 0.7399 |
Epoch 00179 | Loss(train) 0.9545 | Acc(train) 0.6906 | Acc(val) 0.7324 |
Epoch 00180 | Loss(train) 0.9654 | Acc(train) 0.6796 | Acc(val) 0.7339 |
Epoch 00181 | Loss(train) 1.0270 | Acc(train) 0.6572 | Acc(val) 0.7489 |
Epoch 00182 | Loss(train) 0.9460 | Acc(train) 0.6776 | Acc(val) 0.7534 |
Epoch 00183 | Loss(train) 0.9733 | Acc(train) 0.6707 | Acc(val) 0.7519 |
Epoch 00184 | Loss(train) 0.9935 | Acc(train) 0.6652 | Acc(val) 0.7519 |
Epoch 00185 | Loss(train) 0.9547 | Acc(train) 0.6826 | Acc(val) 0.7564 |
Epoch 00186 | Loss(train) 0.9840 | Acc(train) 0.6861 | Acc(val) 0.7519 |
Epoch 00187 | Loss(train) 0.9654 | Acc(train) 0.6776 | Acc(val) 0.7549 |
Epoch 00188 | Loss(train) 0.9829 | Acc(train) 0.6707 | Acc(val) 0.7519 |
Epoch 00189 | Loss(train) 0.9348 | Acc(train) 0.6876 | Acc(val) 0.7459 |
Epoch 00190 | Loss(train) 0.9720 | Acc(train) 0.6716 | Acc(val) 0.7444 |
Epoch 00191 | Loss(train) 0.9370 | Acc(train) 0.6876 | Acc(val) 0.7519 |
Epoch 00192 | Loss(train) 0.9467 | Acc(train) 0.6881 | Acc(val) 0.7564 |
Epoch 00193 | Loss(train) 0.9590 | Acc(train) 0.6806 | Acc(val) 0.7564 |
Epoch 00194 | Loss(train) 0.9585 | Acc(train) 0.6776 | Acc(val) 0.7489 |
Epoch 00195 | Loss(train) 0.9460 | Acc(train) 0.6716 | Acc(val) 0.7444 |
Epoch 00196 | Loss(train) 0.9362 | Acc(train) 0.6916 | Acc(val) 0.7549 |
Epoch 00197 | Loss(train) 0.9531 | Acc(train) 0.6796 | Acc(val) 0.7578 |
Epoch 00198 | Loss(train) 1.0328 | Acc(train) 0.6926 | Acc(val) 0.7743 |*
Epoch 00199 | Loss(train) 0.9879 | Acc(train) 0.6662 | Acc(val) 0.7414 |
Epoch 00200 | Loss(train) 0.8996 | Acc(train) 0.6966 | Acc(val) 0.7414 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'ETS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 64}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 767, 'out_dim': 10}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 128.61 MB
GPU Memory Reserved: 272.00 MB
Exp 2/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.3203 | Acc(train) 0.1151 | Acc(val) 0.3558 |*
Epoch 00002 | Loss(train) 2.6844 | Acc(train) 0.2765 | Acc(val) 0.3558 |
Epoch 00003 | Loss(train) 2.0816 | Acc(train) 0.3214 | Acc(val) 0.2930 |
Epoch 00004 | Loss(train) 2.1417 | Acc(train) 0.3154 | Acc(val) 0.4439 |*
Epoch 00005 | Loss(train) 2.1346 | Acc(train) 0.2835 | Acc(val) 0.3737 |
Epoch 00006 | Loss(train) 2.0883 | Acc(train) 0.3004 | Acc(val) 0.3782 |
Epoch 00007 | Loss(train) 2.0140 | Acc(train) 0.3274 | Acc(val) 0.3767 |
Epoch 00008 | Loss(train) 1.9993 | Acc(train) 0.3383 | Acc(val) 0.3737 |
Epoch 00009 | Loss(train) 1.9577 | Acc(train) 0.3563 | Acc(val) 0.3587 |
Epoch 00010 | Loss(train) 1.9212 | Acc(train) 0.3682 | Acc(val) 0.3558 |
Epoch 00011 | Loss(train) 1.8894 | Acc(train) 0.3847 | Acc(val) 0.3558 |
Epoch 00012 | Loss(train) 1.8696 | Acc(train) 0.3921 | Acc(val) 0.3558 |
Epoch 00013 | Loss(train) 1.8405 | Acc(train) 0.3966 | Acc(val) 0.3647 |
Epoch 00014 | Loss(train) 1.8216 | Acc(train) 0.3906 | Acc(val) 0.4170 |
Epoch 00015 | Loss(train) 1.7878 | Acc(train) 0.3946 | Acc(val) 0.4200 |
Epoch 00016 | Loss(train) 1.7908 | Acc(train) 0.3976 | Acc(val) 0.4155 |
Epoch 00017 | Loss(train) 1.7631 | Acc(train) 0.4056 | Acc(val) 0.4096 |
Epoch 00018 | Loss(train) 1.7219 | Acc(train) 0.4091 | Acc(val) 0.4230 |
Epoch 00019 | Loss(train) 1.7051 | Acc(train) 0.4061 | Acc(val) 0.4380 |
Epoch 00020 | Loss(train) 1.6819 | Acc(train) 0.4180 | Acc(val) 0.4813 |*
Epoch 00021 | Loss(train) 1.6736 | Acc(train) 0.4290 | Acc(val) 0.4858 |*
Epoch 00022 | Loss(train) 1.6635 | Acc(train) 0.4295 | Acc(val) 0.4768 |
Epoch 00023 | Loss(train) 1.6290 | Acc(train) 0.4380 | Acc(val) 0.4574 |
Epoch 00024 | Loss(train) 1.6152 | Acc(train) 0.4325 | Acc(val) 0.4664 |
Epoch 00025 | Loss(train) 1.5890 | Acc(train) 0.4370 | Acc(val) 0.4918 |*
Epoch 00026 | Loss(train) 1.5867 | Acc(train) 0.4350 | Acc(val) 0.5172 |*
Epoch 00027 | Loss(train) 1.5612 | Acc(train) 0.4400 | Acc(val) 0.5217 |*
Epoch 00028 | Loss(train) 1.5426 | Acc(train) 0.4534 | Acc(val) 0.5232 |*
Epoch 00029 | Loss(train) 1.5358 | Acc(train) 0.4619 | Acc(val) 0.5486 |*
Epoch 00030 | Loss(train) 1.5165 | Acc(train) 0.4664 | Acc(val) 0.5546 |*
Epoch 00031 | Loss(train) 1.5194 | Acc(train) 0.4639 | Acc(val) 0.5874 |*
Epoch 00032 | Loss(train) 1.4839 | Acc(train) 0.4753 | Acc(val) 0.6203 |*
Epoch 00033 | Loss(train) 1.4829 | Acc(train) 0.4903 | Acc(val) 0.6143 |
Epoch 00034 | Loss(train) 1.4672 | Acc(train) 0.4833 | Acc(val) 0.6263 |*
Epoch 00035 | Loss(train) 1.4561 | Acc(train) 0.4923 | Acc(val) 0.6502 |*
Epoch 00036 | Loss(train) 1.4315 | Acc(train) 0.4908 | Acc(val) 0.6726 |*
Epoch 00037 | Loss(train) 1.4343 | Acc(train) 0.5142 | Acc(val) 0.6741 |*
Epoch 00038 | Loss(train) 1.4257 | Acc(train) 0.5067 | Acc(val) 0.6637 |
Epoch 00039 | Loss(train) 1.4222 | Acc(train) 0.5052 | Acc(val) 0.6517 |
Epoch 00040 | Loss(train) 1.3976 | Acc(train) 0.5162 | Acc(val) 0.6547 |
Epoch 00041 | Loss(train) 1.3815 | Acc(train) 0.5272 | Acc(val) 0.6637 |
Epoch 00042 | Loss(train) 1.3723 | Acc(train) 0.5416 | Acc(val) 0.6726 |
Epoch 00043 | Loss(train) 1.3349 | Acc(train) 0.5496 | Acc(val) 0.6741 |
Epoch 00044 | Loss(train) 1.3363 | Acc(train) 0.5516 | Acc(val) 0.6756 |*
Epoch 00045 | Loss(train) 1.3381 | Acc(train) 0.5411 | Acc(val) 0.6697 |
Epoch 00046 | Loss(train) 1.3156 | Acc(train) 0.5615 | Acc(val) 0.6697 |
Epoch 00047 | Loss(train) 1.3170 | Acc(train) 0.5585 | Acc(val) 0.6756 |
Epoch 00048 | Loss(train) 1.3025 | Acc(train) 0.5650 | Acc(val) 0.6801 |*
Epoch 00049 | Loss(train) 1.2914 | Acc(train) 0.5670 | Acc(val) 0.6786 |
Epoch 00050 | Loss(train) 1.2530 | Acc(train) 0.5979 | Acc(val) 0.6786 |
Epoch 00051 | Loss(train) 1.2991 | Acc(train) 0.5874 | Acc(val) 0.6756 |
Epoch 00052 | Loss(train) 1.2544 | Acc(train) 0.5790 | Acc(val) 0.6831 |*
Epoch 00053 | Loss(train) 1.2427 | Acc(train) 0.5924 | Acc(val) 0.6771 |
Epoch 00054 | Loss(train) 1.2643 | Acc(train) 0.5855 | Acc(val) 0.6741 |
Epoch 00055 | Loss(train) 1.2311 | Acc(train) 0.5999 | Acc(val) 0.6861 |*
Epoch 00056 | Loss(train) 1.1957 | Acc(train) 0.6059 | Acc(val) 0.6846 |
Epoch 00057 | Loss(train) 1.2017 | Acc(train) 0.5964 | Acc(val) 0.6771 |
Epoch 00058 | Loss(train) 1.1912 | Acc(train) 0.6119 | Acc(val) 0.6771 |
Epoch 00059 | Loss(train) 1.1822 | Acc(train) 0.6044 | Acc(val) 0.6861 |
Epoch 00060 | Loss(train) 1.1582 | Acc(train) 0.6153 | Acc(val) 0.6921 |*
Epoch 00061 | Loss(train) 1.1822 | Acc(train) 0.6034 | Acc(val) 0.6831 |
Epoch 00062 | Loss(train) 1.1705 | Acc(train) 0.6124 | Acc(val) 0.6771 |
Epoch 00063 | Loss(train) 1.1754 | Acc(train) 0.5979 | Acc(val) 0.6816 |
Epoch 00064 | Loss(train) 1.1631 | Acc(train) 0.6114 | Acc(val) 0.6921 |
Epoch 00065 | Loss(train) 1.1506 | Acc(train) 0.6134 | Acc(val) 0.6951 |*
Epoch 00066 | Loss(train) 1.1394 | Acc(train) 0.6163 | Acc(val) 0.6786 |
Epoch 00067 | Loss(train) 1.1616 | Acc(train) 0.6139 | Acc(val) 0.6697 |
Epoch 00068 | Loss(train) 1.1676 | Acc(train) 0.6064 | Acc(val) 0.6786 |
Epoch 00069 | Loss(train) 1.1213 | Acc(train) 0.6268 | Acc(val) 0.6831 |
Epoch 00070 | Loss(train) 1.1277 | Acc(train) 0.6188 | Acc(val) 0.6831 |
Epoch 00071 | Loss(train) 1.1034 | Acc(train) 0.6253 | Acc(val) 0.6921 |
Epoch 00072 | Loss(train) 1.1406 | Acc(train) 0.6203 | Acc(val) 0.6861 |
Epoch 00073 | Loss(train) 1.1181 | Acc(train) 0.6139 | Acc(val) 0.6786 |
Epoch 00074 | Loss(train) 1.1205 | Acc(train) 0.6263 | Acc(val) 0.6876 |
Epoch 00075 | Loss(train) 1.1033 | Acc(train) 0.6293 | Acc(val) 0.6801 |
Epoch 00076 | Loss(train) 1.0962 | Acc(train) 0.6278 | Acc(val) 0.6861 |
Epoch 00077 | Loss(train) 1.0971 | Acc(train) 0.6243 | Acc(val) 0.6936 |
Epoch 00078 | Loss(train) 1.0928 | Acc(train) 0.6278 | Acc(val) 0.6861 |
Epoch 00079 | Loss(train) 1.1194 | Acc(train) 0.6313 | Acc(val) 0.6846 |
Epoch 00080 | Loss(train) 1.0573 | Acc(train) 0.6403 | Acc(val) 0.6786 |
Epoch 00081 | Loss(train) 1.0865 | Acc(train) 0.6318 | Acc(val) 0.6786 |
Epoch 00082 | Loss(train) 1.0860 | Acc(train) 0.6353 | Acc(val) 0.6831 |
Epoch 00083 | Loss(train) 1.0752 | Acc(train) 0.6373 | Acc(val) 0.6846 |
Epoch 00084 | Loss(train) 1.0556 | Acc(train) 0.6318 | Acc(val) 0.6861 |
Epoch 00085 | Loss(train) 1.0626 | Acc(train) 0.6452 | Acc(val) 0.6906 |
Epoch 00086 | Loss(train) 1.0370 | Acc(train) 0.6477 | Acc(val) 0.6876 |
Epoch 00087 | Loss(train) 1.0673 | Acc(train) 0.6323 | Acc(val) 0.6951 |
Epoch 00088 | Loss(train) 1.0501 | Acc(train) 0.6423 | Acc(val) 0.6906 |
Epoch 00089 | Loss(train) 1.0746 | Acc(train) 0.6437 | Acc(val) 0.6891 |
Epoch 00090 | Loss(train) 1.0705 | Acc(train) 0.6467 | Acc(val) 0.6966 |*
Epoch 00091 | Loss(train) 1.0489 | Acc(train) 0.6547 | Acc(val) 0.6966 |
Epoch 00092 | Loss(train) 1.0362 | Acc(train) 0.6577 | Acc(val) 0.6996 |*
Epoch 00093 | Loss(train) 1.0663 | Acc(train) 0.6338 | Acc(val) 0.7040 |*
Epoch 00094 | Loss(train) 1.0177 | Acc(train) 0.6567 | Acc(val) 0.7010 |
Epoch 00095 | Loss(train) 1.0314 | Acc(train) 0.6522 | Acc(val) 0.7085 |*
Epoch 00096 | Loss(train) 1.0184 | Acc(train) 0.6437 | Acc(val) 0.7160 |*
Epoch 00097 | Loss(train) 1.0729 | Acc(train) 0.6432 | Acc(val) 0.7130 |
Epoch 00098 | Loss(train) 1.0064 | Acc(train) 0.6577 | Acc(val) 0.7339 |*
Epoch 00099 | Loss(train) 1.0341 | Acc(train) 0.6522 | Acc(val) 0.7280 |
Epoch 00100 | Loss(train) 1.0252 | Acc(train) 0.6517 | Acc(val) 0.7190 |
Epoch 00101 | Loss(train) 1.0137 | Acc(train) 0.6766 | Acc(val) 0.7145 |
Epoch 00102 | Loss(train) 1.0453 | Acc(train) 0.6572 | Acc(val) 0.7130 |
Epoch 00103 | Loss(train) 0.9984 | Acc(train) 0.6682 | Acc(val) 0.7145 |
Epoch 00104 | Loss(train) 1.0298 | Acc(train) 0.6547 | Acc(val) 0.7175 |
Epoch 00105 | Loss(train) 1.0206 | Acc(train) 0.6597 | Acc(val) 0.7235 |
Epoch 00106 | Loss(train) 0.9824 | Acc(train) 0.6567 | Acc(val) 0.7250 |
Epoch 00107 | Loss(train) 1.0202 | Acc(train) 0.6597 | Acc(val) 0.7145 |
Epoch 00108 | Loss(train) 1.0112 | Acc(train) 0.6517 | Acc(val) 0.7280 |
Epoch 00109 | Loss(train) 1.0545 | Acc(train) 0.6547 | Acc(val) 0.7354 |*
Epoch 00110 | Loss(train) 1.0081 | Acc(train) 0.6612 | Acc(val) 0.7578 |*
Epoch 00111 | Loss(train) 1.0079 | Acc(train) 0.6622 | Acc(val) 0.7429 |
Epoch 00112 | Loss(train) 1.0130 | Acc(train) 0.6462 | Acc(val) 0.7250 |
Epoch 00113 | Loss(train) 0.9971 | Acc(train) 0.6617 | Acc(val) 0.7130 |
Epoch 00114 | Loss(train) 0.9939 | Acc(train) 0.6692 | Acc(val) 0.7145 |
Epoch 00115 | Loss(train) 1.0043 | Acc(train) 0.6677 | Acc(val) 0.7354 |
Epoch 00116 | Loss(train) 1.0002 | Acc(train) 0.6602 | Acc(val) 0.7414 |
Epoch 00117 | Loss(train) 0.9920 | Acc(train) 0.6607 | Acc(val) 0.7354 |
Epoch 00118 | Loss(train) 1.0482 | Acc(train) 0.6338 | Acc(val) 0.7250 |
Epoch 00119 | Loss(train) 0.9828 | Acc(train) 0.6736 | Acc(val) 0.7085 |
Epoch 00120 | Loss(train) 1.0140 | Acc(train) 0.6607 | Acc(val) 0.7100 |
Epoch 00121 | Loss(train) 1.0169 | Acc(train) 0.6662 | Acc(val) 0.7190 |
Epoch 00122 | Loss(train) 0.9769 | Acc(train) 0.6766 | Acc(val) 0.7294 |
Epoch 00123 | Loss(train) 0.9776 | Acc(train) 0.6751 | Acc(val) 0.7384 |
Epoch 00124 | Loss(train) 0.9868 | Acc(train) 0.6682 | Acc(val) 0.7250 |
Epoch 00125 | Loss(train) 0.9494 | Acc(train) 0.6746 | Acc(val) 0.7265 |
Epoch 00126 | Loss(train) 0.9736 | Acc(train) 0.6697 | Acc(val) 0.7324 |
Epoch 00127 | Loss(train) 0.9561 | Acc(train) 0.6756 | Acc(val) 0.7384 |
Epoch 00128 | Loss(train) 0.9697 | Acc(train) 0.6751 | Acc(val) 0.7414 |
Epoch 00129 | Loss(train) 0.9788 | Acc(train) 0.6791 | Acc(val) 0.7384 |
Epoch 00130 | Loss(train) 0.9683 | Acc(train) 0.6721 | Acc(val) 0.7399 |
Epoch 00131 | Loss(train) 0.9656 | Acc(train) 0.6851 | Acc(val) 0.7459 |
Epoch 00132 | Loss(train) 0.9647 | Acc(train) 0.6682 | Acc(val) 0.7489 |
Epoch 00133 | Loss(train) 0.9563 | Acc(train) 0.6647 | Acc(val) 0.7608 |*
Epoch 00134 | Loss(train) 0.9834 | Acc(train) 0.6632 | Acc(val) 0.7713 |*
Epoch 00135 | Loss(train) 0.9776 | Acc(train) 0.6736 | Acc(val) 0.7593 |
Epoch 00136 | Loss(train) 0.9603 | Acc(train) 0.6801 | Acc(val) 0.7549 |
Epoch 00137 | Loss(train) 0.9782 | Acc(train) 0.6806 | Acc(val) 0.7653 |
Epoch 00138 | Loss(train) 0.9702 | Acc(train) 0.6712 | Acc(val) 0.7534 |
Epoch 00139 | Loss(train) 0.9830 | Acc(train) 0.6687 | Acc(val) 0.7653 |
Epoch 00140 | Loss(train) 0.9660 | Acc(train) 0.6642 | Acc(val) 0.7668 |
Epoch 00141 | Loss(train) 0.9757 | Acc(train) 0.6781 | Acc(val) 0.7638 |
